nct_id,category,race/ethnicity,title,units,param_type,start_date,brief_title,official_title,overall_status,phase,enrollment_type,id,intervention_type,drug,enrollment,number_of_arms,year,param_value
NCT00062439,More than one race,Mixed,Race (NIH/OMB),Participants,Count of Participants,2003-07-31,S0220: Chemoradiotherapy Followed By Surgery and Docetaxel in Treating Patients With Pancoast Tumors,"A Phase II Trial of Induction Chemoradiotherapy With Cisplatin/Etoposide Followed by Surgical Resection, Followed by Docetaxel, for Non-Small Cell Lung Cancer Involving the Superior Sulcus (Pancoast Tumors)",Completed,Phase 2,Actual,40777256,Drug,docetaxel,46,1,2003,0
NCT00062439,Native Hawaiian or Other Pacific Islander,Hawaiian/ Other Pacific Islander,Race (NIH/OMB),Participants,Count of Participants,2003-07-31,S0220: Chemoradiotherapy Followed By Surgery and Docetaxel in Treating Patients With Pancoast Tumors,"A Phase II Trial of Induction Chemoradiotherapy With Cisplatin/Etoposide Followed by Surgical Resection, Followed by Docetaxel, for Non-Small Cell Lung Cancer Involving the Superior Sulcus (Pancoast Tumors)",Completed,Phase 2,Actual,40777256,Drug,docetaxel,46,1,2003,0
NCT00062439,Unknown or Not Reported,Unknown or Not Reported,Race (NIH/OMB),Participants,Count of Participants,2003-07-31,S0220: Chemoradiotherapy Followed By Surgery and Docetaxel in Treating Patients With Pancoast Tumors,"A Phase II Trial of Induction Chemoradiotherapy With Cisplatin/Etoposide Followed by Surgical Resection, Followed by Docetaxel, for Non-Small Cell Lung Cancer Involving the Superior Sulcus (Pancoast Tumors)",Completed,Phase 2,Actual,40777256,Drug,docetaxel,46,1,2003,0
NCT00062439,White,White/ White Heritage,Race (NIH/OMB),Participants,Count of Participants,2003-07-31,S0220: Chemoradiotherapy Followed By Surgery and Docetaxel in Treating Patients With Pancoast Tumors,"A Phase II Trial of Induction Chemoradiotherapy With Cisplatin/Etoposide Followed by Surgical Resection, Followed by Docetaxel, for Non-Small Cell Lung Cancer Involving the Superior Sulcus (Pancoast Tumors)",Completed,Phase 2,Actual,40777256,Drug,docetaxel,46,1,2003,40
NCT00065182,American Indian or Alaska Native,American Indian/ Alaska Native,Race (NIH/OMB),Participants,Count of Participants,2003-08-14,Comparison of IV Topotecan/Docetaxel to Docetaxel Alone in Second-Line Stage IIIB/IV Non-Small Cell Lung Cancer,WEEKLY IV TOPOTECAN/DOCETAXEL COMBINATION COMPARED TO DOCETAXEL IN PATIENTS WITH PRETREATED ADVANCED NSCLC: AN OPEN-LABEL MULTICENTER RANDOMIZED PHASE III TRIAL,Completed,Phase 2,Actual,40734003,Drug,docetaxel,1197,0,6009,0
NCT00065182,Asian,Asian/ Asian Heritage,Race (NIH/OMB),Participants,Count of Participants,2003-08-14,Comparison of IV Topotecan/Docetaxel to Docetaxel Alone in Second-Line Stage IIIB/IV Non-Small Cell Lung Cancer,WEEKLY IV TOPOTECAN/DOCETAXEL COMBINATION COMPARED TO DOCETAXEL IN PATIENTS WITH PRETREATED ADVANCED NSCLC: AN OPEN-LABEL MULTICENTER RANDOMIZED PHASE III TRIAL,Completed,Phase 2,Actual,40734003,Drug,docetaxel,1197,0,6009,12
NCT00065182,Black or African American,Black/ Black Heritage,Race (NIH/OMB),Participants,Count of Participants,2003-08-14,Comparison of IV Topotecan/Docetaxel to Docetaxel Alone in Second-Line Stage IIIB/IV Non-Small Cell Lung Cancer,WEEKLY IV TOPOTECAN/DOCETAXEL COMBINATION COMPARED TO DOCETAXEL IN PATIENTS WITH PRETREATED ADVANCED NSCLC: AN OPEN-LABEL MULTICENTER RANDOMIZED PHASE III TRIAL,Completed,Phase 2,Actual,40734003,Drug,docetaxel,1197,0,6009,46
NCT00065182,More than one race,Mixed,Race (NIH/OMB),Participants,Count of Participants,2003-08-14,Comparison of IV Topotecan/Docetaxel to Docetaxel Alone in Second-Line Stage IIIB/IV Non-Small Cell Lung Cancer,WEEKLY IV TOPOTECAN/DOCETAXEL COMBINATION COMPARED TO DOCETAXEL IN PATIENTS WITH PRETREATED ADVANCED NSCLC: AN OPEN-LABEL MULTICENTER RANDOMIZED PHASE III TRIAL,Completed,Phase 2,Actual,40734003,Drug,docetaxel,1197,0,6009,0
NCT00065182,Native Hawaiian or Other Pacific Islander,Hawaiian/ Other Pacific Islander,Race (NIH/OMB),Participants,Count of Participants,2003-08-14,Comparison of IV Topotecan/Docetaxel to Docetaxel Alone in Second-Line Stage IIIB/IV Non-Small Cell Lung Cancer,WEEKLY IV TOPOTECAN/DOCETAXEL COMBINATION COMPARED TO DOCETAXEL IN PATIENTS WITH PRETREATED ADVANCED NSCLC: AN OPEN-LABEL MULTICENTER RANDOMIZED PHASE III TRIAL,Completed,Phase 2,Actual,40734003,Drug,docetaxel,1197,0,6009,0
NCT00065182,Unknown or Not Reported,Unknown or Not Reported,Race (NIH/OMB),Participants,Count of Participants,2003-08-14,Comparison of IV Topotecan/Docetaxel to Docetaxel Alone in Second-Line Stage IIIB/IV Non-Small Cell Lung Cancer,WEEKLY IV TOPOTECAN/DOCETAXEL COMBINATION COMPARED TO DOCETAXEL IN PATIENTS WITH PRETREATED ADVANCED NSCLC: AN OPEN-LABEL MULTICENTER RANDOMIZED PHASE III TRIAL,Completed,Phase 2,Actual,40734003,Drug,docetaxel,1197,0,6009,6
NCT00065182,White,White/ White Heritage,Race (NIH/OMB),Participants,Count of Participants,2003-08-14,Comparison of IV Topotecan/Docetaxel to Docetaxel Alone in Second-Line Stage IIIB/IV Non-Small Cell Lung Cancer,WEEKLY IV TOPOTECAN/DOCETAXEL COMBINATION COMPARED TO DOCETAXEL IN PATIENTS WITH PRETREATED ADVANCED NSCLC: AN OPEN-LABEL MULTICENTER RANDOMIZED PHASE III TRIAL,Completed,Phase 2,Actual,40734003,Drug,docetaxel,1197,0,6009,734
NCT00089609,American Indian or Alaska Native,American Indian/ Alaska Native,Race (NIH/OMB),Participants,Count of Participants,2005-04-19,"Docetaxel, Thalidomide, Prednisone, and Bevacizumab to Treat Metastatic Prostate Cancer","A Phase II Trial of Docetaxel, Thalidomide, Prednisone and Bevacizumab in Patients With Androgen-Independent Prostate Cancer",Completed,Phase 2,Actual,41082209,Drug,docetaxel,219,6,6015,0
NCT00089609,Asian,Asian/ Asian Heritage,Race (NIH/OMB),Participants,Count of Participants,2005-04-19,"Docetaxel, Thalidomide, Prednisone, and Bevacizumab to Treat Metastatic Prostate Cancer","A Phase II Trial of Docetaxel, Thalidomide, Prednisone and Bevacizumab in Patients With Androgen-Independent Prostate Cancer",Completed,Phase 2,Actual,41082209,Drug,docetaxel,219,6,6015,0
NCT00089609,Black or African American,Black/ Black Heritage,Race (NIH/OMB),Participants,Count of Participants,2005-04-19,"Docetaxel, Thalidomide, Prednisone, and Bevacizumab to Treat Metastatic Prostate Cancer","A Phase II Trial of Docetaxel, Thalidomide, Prednisone and Bevacizumab in Patients With Androgen-Independent Prostate Cancer",Completed,Phase 2,Actual,41082209,Drug,docetaxel,219,6,6015,22
NCT00089609,Hispanic or Latino,Hispanic/ Latino,Ethnicity (NIH/OMB),Participants,Count of Participants,2005-04-19,"Docetaxel, Thalidomide, Prednisone, and Bevacizumab to Treat Metastatic Prostate Cancer","A Phase II Trial of Docetaxel, Thalidomide, Prednisone and Bevacizumab in Patients With Androgen-Independent Prostate Cancer",Completed,Phase 2,Actual,41082209,Drug,docetaxel,219,6,6015,8
NCT00089609,More than one race,Mixed,Race (NIH/OMB),Participants,Count of Participants,2005-04-19,"Docetaxel, Thalidomide, Prednisone, and Bevacizumab to Treat Metastatic Prostate Cancer","A Phase II Trial of Docetaxel, Thalidomide, Prednisone and Bevacizumab in Patients With Androgen-Independent Prostate Cancer",Completed,Phase 2,Actual,41082209,Drug,docetaxel,219,6,6015,0
NCT00089609,Native Hawaiian or Other Pacific Islander,Hawaiian/ Other Pacific Islander,Race (NIH/OMB),Participants,Count of Participants,2005-04-19,"Docetaxel, Thalidomide, Prednisone, and Bevacizumab to Treat Metastatic Prostate Cancer","A Phase II Trial of Docetaxel, Thalidomide, Prednisone and Bevacizumab in Patients With Androgen-Independent Prostate Cancer",Completed,Phase 2,Actual,41082209,Drug,docetaxel,219,6,6015,0
NCT00089609,Not Hispanic or Latino,White/ White Heritage,Ethnicity (NIH/OMB),Participants,Count of Participants,2005-04-19,"Docetaxel, Thalidomide, Prednisone, and Bevacizumab to Treat Metastatic Prostate Cancer","A Phase II Trial of Docetaxel, Thalidomide, Prednisone and Bevacizumab in Patients With Androgen-Independent Prostate Cancer",Completed,Phase 2,Actual,41082209,Drug,docetaxel,219,6,6015,136
NCT00089609,Unknown or Not Reported,Unknown or Not Reported,Ethnicity (NIH/OMB),Participants,Count of Participants,2005-04-19,"Docetaxel, Thalidomide, Prednisone, and Bevacizumab to Treat Metastatic Prostate Cancer","A Phase II Trial of Docetaxel, Thalidomide, Prednisone and Bevacizumab in Patients With Androgen-Independent Prostate Cancer",Completed,Phase 2,Actual,41082209,Drug,docetaxel,219,6,6015,2
NCT00089609,Unknown or Not Reported,Unknown or Not Reported,Race (NIH/OMB),Participants,Count of Participants,2005-04-19,"Docetaxel, Thalidomide, Prednisone, and Bevacizumab to Treat Metastatic Prostate Cancer","A Phase II Trial of Docetaxel, Thalidomide, Prednisone and Bevacizumab in Patients With Androgen-Independent Prostate Cancer",Completed,Phase 2,Actual,41082209,Drug,docetaxel,219,6,6015,0
NCT00089609,White,White/ White Heritage,Race (NIH/OMB),Participants,Count of Participants,2005-04-19,"Docetaxel, Thalidomide, Prednisone, and Bevacizumab to Treat Metastatic Prostate Cancer","A Phase II Trial of Docetaxel, Thalidomide, Prednisone and Bevacizumab in Patients With Androgen-Independent Prostate Cancer",Completed,Phase 2,Actual,41082209,Drug,docetaxel,219,6,6015,124
NCT00103376,American Indian or Alaska Native,American Indian/ Alaska Native,Race (NIH/OMB),Participants,Count of Participants,2004-10-31,Bortezomib With or Without Hormone Therapy in Treating Patients With Relapsed Prostate Cancer,VELCADE® (Bortezomib) for Injection Therapy for Early Relapsed Prostate Cancer,Terminated,Phase 2,Actual,41109242,Drug,bortezomib,92,8,8016,0
NCT00103376,Asian,Asian/ Asian Heritage,Race (NIH/OMB),Participants,Count of Participants,2004-10-31,Bortezomib With or Without Hormone Therapy in Treating Patients With Relapsed Prostate Cancer,VELCADE® (Bortezomib) for Injection Therapy for Early Relapsed Prostate Cancer,Terminated,Phase 2,Actual,41109242,Drug,bortezomib,92,8,8016,0
NCT00103376,Black or African American,Black/ Black Heritage,Race (NIH/OMB),Participants,Count of Participants,2004-10-31,Bortezomib With or Without Hormone Therapy in Treating Patients With Relapsed Prostate Cancer,VELCADE® (Bortezomib) for Injection Therapy for Early Relapsed Prostate Cancer,Terminated,Phase 2,Actual,41109242,Drug,bortezomib,92,8,8016,6
NCT00103376,More than one race,Mixed,Race (NIH/OMB),Participants,Count of Participants,2004-10-31,Bortezomib With or Without Hormone Therapy in Treating Patients With Relapsed Prostate Cancer,VELCADE® (Bortezomib) for Injection Therapy for Early Relapsed Prostate Cancer,Terminated,Phase 2,Actual,41109242,Drug,bortezomib,92,8,8016,0
NCT00103376,Native Hawaiian or Other Pacific Islander,Hawaiian/ Other Pacific Islander,Race (NIH/OMB),Participants,Count of Participants,2004-10-31,Bortezomib With or Without Hormone Therapy in Treating Patients With Relapsed Prostate Cancer,VELCADE® (Bortezomib) for Injection Therapy for Early Relapsed Prostate Cancer,Terminated,Phase 2,Actual,41109242,Drug,bortezomib,92,8,8016,0
NCT00103376,Unknown or Not Reported,Unknown or Not Reported,Race (NIH/OMB),Participants,Count of Participants,2004-10-31,Bortezomib With or Without Hormone Therapy in Treating Patients With Relapsed Prostate Cancer,VELCADE® (Bortezomib) for Injection Therapy for Early Relapsed Prostate Cancer,Terminated,Phase 2,Actual,41109242,Drug,bortezomib,92,8,8016,0
NCT00103376,White,White/ White Heritage,Race (NIH/OMB),Participants,Count of Participants,2004-10-31,Bortezomib With or Without Hormone Therapy in Treating Patients With Relapsed Prostate Cancer,VELCADE® (Bortezomib) for Injection Therapy for Early Relapsed Prostate Cancer,Terminated,Phase 2,Actual,41109242,Drug,bortezomib,92,8,8016,40
NCT00108069,American Indian or Alaska Native,American Indian/ Alaska Native,Race (NIH/OMB),Participants,Count of Participants,2005-04-30,Tamoxifen and Bortezomib to Treat Recurrent Brain Tumors,A Phase II Trial of Tamoxifen and Bortezomib in Patients With Recurrent High-Grade Gliomas,Completed,Phase 2,Actual,40743838,Drug,bortezomib,129,6,6015,0
NCT00108069,Asian,Asian/ Asian Heritage,Race (NIH/OMB),Participants,Count of Participants,2005-04-30,Tamoxifen and Bortezomib to Treat Recurrent Brain Tumors,A Phase II Trial of Tamoxifen and Bortezomib in Patients With Recurrent High-Grade Gliomas,Completed,Phase 2,Actual,40743838,Drug,bortezomib,129,6,6015,2
NCT00108069,Black or African American,Black/ Black Heritage,Race (NIH/OMB),Participants,Count of Participants,2005-04-30,Tamoxifen and Bortezomib to Treat Recurrent Brain Tumors,A Phase II Trial of Tamoxifen and Bortezomib in Patients With Recurrent High-Grade Gliomas,Completed,Phase 2,Actual,40743838,Drug,bortezomib,129,6,6015,0
NCT00108069,Hispanic or Latino,Hispanic/ Latino,Ethnicity (NIH/OMB),Participants,Count of Participants,2005-04-30,Tamoxifen and Bortezomib to Treat Recurrent Brain Tumors,A Phase II Trial of Tamoxifen and Bortezomib in Patients With Recurrent High-Grade Gliomas,Completed,Phase 2,Actual,40743838,Drug,bortezomib,129,6,6015,2
NCT00108069,More than one race,Mixed,Race (NIH/OMB),Participants,Count of Participants,2005-04-30,Tamoxifen and Bortezomib to Treat Recurrent Brain Tumors,A Phase II Trial of Tamoxifen and Bortezomib in Patients With Recurrent High-Grade Gliomas,Completed,Phase 2,Actual,40743838,Drug,bortezomib,129,6,6015,0
NCT00108069,Native Hawaiian or Other Pacific Islander,Hawaiian/ Other Pacific Islander,Race (NIH/OMB),Participants,Count of Participants,2005-04-30,Tamoxifen and Bortezomib to Treat Recurrent Brain Tumors,A Phase II Trial of Tamoxifen and Bortezomib in Patients With Recurrent High-Grade Gliomas,Completed,Phase 2,Actual,40743838,Drug,bortezomib,129,6,6015,0
NCT00108069,Not Hispanic or Latino,White/ White Heritage,Ethnicity (NIH/OMB),Participants,Count of Participants,2005-04-30,Tamoxifen and Bortezomib to Treat Recurrent Brain Tumors,A Phase II Trial of Tamoxifen and Bortezomib in Patients With Recurrent High-Grade Gliomas,Completed,Phase 2,Actual,40743838,Drug,bortezomib,129,6,6015,80
NCT00108069,Unknown or Not Reported,Unknown or Not Reported,Ethnicity (NIH/OMB),Participants,Count of Participants,2005-04-30,Tamoxifen and Bortezomib to Treat Recurrent Brain Tumors,A Phase II Trial of Tamoxifen and Bortezomib in Patients With Recurrent High-Grade Gliomas,Completed,Phase 2,Actual,40743838,Drug,bortezomib,129,6,6015,2
NCT00108069,Unknown or Not Reported,Unknown or Not Reported,Race (NIH/OMB),Participants,Count of Participants,2005-04-30,Tamoxifen and Bortezomib to Treat Recurrent Brain Tumors,A Phase II Trial of Tamoxifen and Bortezomib in Patients With Recurrent High-Grade Gliomas,Completed,Phase 2,Actual,40743838,Drug,bortezomib,129,6,6015,6
NCT00108069,White,White/ White Heritage,Race (NIH/OMB),Participants,Count of Participants,2005-04-30,Tamoxifen and Bortezomib to Treat Recurrent Brain Tumors,A Phase II Trial of Tamoxifen and Bortezomib in Patients With Recurrent High-Grade Gliomas,Completed,Phase 2,Actual,40743838,Drug,bortezomib,129,6,6015,76
NCT00109005,American Indian or Alaska Native,American Indian/ Alaska Native,Race (NIH/OMB),Participants,Count of Participants,2005-04-30,Lenalidomide (Revlimid) to Treat Advanced Ocular Melanoma,"A Randomized Phase II Study of Oral Lenalidomide (Revlimid [TM]), an Antiangiogenic and Immunomodulatory Agent, in Subjects With Stage IV Ocular Melanoma",Completed,Phase 2,Actual,41047814,Drug,lenalidomide,51,6,6015,0
NCT00109005,Asian,Asian/ Asian Heritage,Race (NIH/OMB),Participants,Count of Participants,2005-04-30,Lenalidomide (Revlimid) to Treat Advanced Ocular Melanoma,"A Randomized Phase II Study of Oral Lenalidomide (Revlimid [TM]), an Antiangiogenic and Immunomodulatory Agent, in Subjects With Stage IV Ocular Melanoma",Completed,Phase 2,Actual,41047814,Drug,lenalidomide,51,6,6015,2
NCT00109005,Black or African American,Black/ Black Heritage,Race (NIH/OMB),Participants,Count of Participants,2005-04-30,Lenalidomide (Revlimid) to Treat Advanced Ocular Melanoma,"A Randomized Phase II Study of Oral Lenalidomide (Revlimid [TM]), an Antiangiogenic and Immunomodulatory Agent, in Subjects With Stage IV Ocular Melanoma",Completed,Phase 2,Actual,41047814,Drug,lenalidomide,51,6,6015,0
NCT00109005,Hispanic or Latino,Hispanic/ Latino,Ethnicity (NIH/OMB),Participants,Count of Participants,2005-04-30,Lenalidomide (Revlimid) to Treat Advanced Ocular Melanoma,"A Randomized Phase II Study of Oral Lenalidomide (Revlimid [TM]), an Antiangiogenic and Immunomodulatory Agent, in Subjects With Stage IV Ocular Melanoma",Completed,Phase 2,Actual,41047814,Drug,lenalidomide,51,6,6015,0
NCT00109005,More than one race,Mixed,Race (NIH/OMB),Participants,Count of Participants,2005-04-30,Lenalidomide (Revlimid) to Treat Advanced Ocular Melanoma,"A Randomized Phase II Study of Oral Lenalidomide (Revlimid [TM]), an Antiangiogenic and Immunomodulatory Agent, in Subjects With Stage IV Ocular Melanoma",Completed,Phase 2,Actual,41047814,Drug,lenalidomide,51,6,6015,0
NCT00109005,Native Hawaiian or Other Pacific Islander,Hawaiian/ Other Pacific Islander,Race (NIH/OMB),Participants,Count of Participants,2005-04-30,Lenalidomide (Revlimid) to Treat Advanced Ocular Melanoma,"A Randomized Phase II Study of Oral Lenalidomide (Revlimid [TM]), an Antiangiogenic and Immunomodulatory Agent, in Subjects With Stage IV Ocular Melanoma",Completed,Phase 2,Actual,41047814,Drug,lenalidomide,51,6,6015,0
NCT00109005,Not Hispanic or Latino,White/ White Heritage,Ethnicity (NIH/OMB),Participants,Count of Participants,2005-04-30,Lenalidomide (Revlimid) to Treat Advanced Ocular Melanoma,"A Randomized Phase II Study of Oral Lenalidomide (Revlimid [TM]), an Antiangiogenic and Immunomodulatory Agent, in Subjects With Stage IV Ocular Melanoma",Completed,Phase 2,Actual,41047814,Drug,lenalidomide,51,6,6015,34
NCT00109005,Unknown or Not Reported,Unknown or Not Reported,Ethnicity (NIH/OMB),Participants,Count of Participants,2005-04-30,Lenalidomide (Revlimid) to Treat Advanced Ocular Melanoma,"A Randomized Phase II Study of Oral Lenalidomide (Revlimid [TM]), an Antiangiogenic and Immunomodulatory Agent, in Subjects With Stage IV Ocular Melanoma",Completed,Phase 2,Actual,41047814,Drug,lenalidomide,51,6,6015,0
NCT00109005,Unknown or Not Reported,Unknown or Not Reported,Race (NIH/OMB),Participants,Count of Participants,2005-04-30,Lenalidomide (Revlimid) to Treat Advanced Ocular Melanoma,"A Randomized Phase II Study of Oral Lenalidomide (Revlimid [TM]), an Antiangiogenic and Immunomodulatory Agent, in Subjects With Stage IV Ocular Melanoma",Completed,Phase 2,Actual,41047814,Drug,lenalidomide,51,6,6015,0
NCT00109005,White,White/ White Heritage,Race (NIH/OMB),Participants,Count of Participants,2005-04-30,Lenalidomide (Revlimid) to Treat Advanced Ocular Melanoma,"A Randomized Phase II Study of Oral Lenalidomide (Revlimid [TM]), an Antiangiogenic and Immunomodulatory Agent, in Subjects With Stage IV Ocular Melanoma",Completed,Phase 2,Actual,41047814,Drug,lenalidomide,51,6,6015,32
NCT00114738,American Indian or Alaska Native,American Indian/ Alaska Native,Race (NIH/OMB),Participants,Count of Participants,2005-06-15,EPOCH-R Chemotherapy Plus Bortezomib to Treat Mantle Cell Lymphoma,Randomized Phase II Study of Dose-Adjusted EPOCH-Rituximab-Bortezomib (EPOCH-R-B) Induction Followed by Bortezomib Maintenance Versus Observation in Untreated Mantle Cell Lymphoma With Microarray Profiling and Proteomics,Completed,Phase 2,Actual,40739260,Drug,bortezomib,53,4,2005,0
NCT00114738,Asian,Asian/ Asian Heritage,Race (NIH/OMB),Participants,Count of Participants,2005-06-15,EPOCH-R Chemotherapy Plus Bortezomib to Treat Mantle Cell Lymphoma,Randomized Phase II Study of Dose-Adjusted EPOCH-Rituximab-Bortezomib (EPOCH-R-B) Induction Followed by Bortezomib Maintenance Versus Observation in Untreated Mantle Cell Lymphoma With Microarray Profiling and Proteomics,Completed,Phase 2,Actual,40739260,Drug,bortezomib,53,4,2005,2
NCT00114738,Black or African American,Black/ Black Heritage,Race (NIH/OMB),Participants,Count of Participants,2005-06-15,EPOCH-R Chemotherapy Plus Bortezomib to Treat Mantle Cell Lymphoma,Randomized Phase II Study of Dose-Adjusted EPOCH-Rituximab-Bortezomib (EPOCH-R-B) Induction Followed by Bortezomib Maintenance Versus Observation in Untreated Mantle Cell Lymphoma With Microarray Profiling and Proteomics,Completed,Phase 2,Actual,40739260,Drug,bortezomib,53,4,2005,2
NCT00114738,Hispanic or Latino,Hispanic/ Latino,Ethnicity (NIH/OMB),Participants,Count of Participants,2005-06-15,EPOCH-R Chemotherapy Plus Bortezomib to Treat Mantle Cell Lymphoma,Randomized Phase II Study of Dose-Adjusted EPOCH-Rituximab-Bortezomib (EPOCH-R-B) Induction Followed by Bortezomib Maintenance Versus Observation in Untreated Mantle Cell Lymphoma With Microarray Profiling and Proteomics,Completed,Phase 2,Actual,40739260,Drug,bortezomib,53,4,2005,4
NCT00114738,More than one race,Mixed,Race (NIH/OMB),Participants,Count of Participants,2005-06-15,EPOCH-R Chemotherapy Plus Bortezomib to Treat Mantle Cell Lymphoma,Randomized Phase II Study of Dose-Adjusted EPOCH-Rituximab-Bortezomib (EPOCH-R-B) Induction Followed by Bortezomib Maintenance Versus Observation in Untreated Mantle Cell Lymphoma With Microarray Profiling and Proteomics,Completed,Phase 2,Actual,40739260,Drug,bortezomib,53,4,2005,0
